asv_code	domain	supergroup	division	subdivision	class	order	family	genus	species	trophic_mode
ZOTU-V7_11819	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11820	Eukaryota	Archaeplastida	Rhodophyta	Rhodophyta_X	Florideophyceae	Batrachospermales	Batrachospermales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11821	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11822	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11823	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11826	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Chironomus	Chironomus_tepperi	heterotrophs
ZOTU-V7_11827	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11828	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11829	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11832	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11833	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11835	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Pucciniomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11836	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1184	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_11843	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Peronosporales	Unassigned	Unassigned	parasites
ZOTU-V7_11844	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11845	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11846	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Oxytricha	Oxytricha_longigranulosa	heterotrophs
ZOTU-V7_11848	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	NA
ZOTU-V7_11849	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Notholca	Notholca_acuminata	heterotrophs
ZOTU-V7_1185	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11851	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11854	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11855	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11857	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Cluster-I	Chrysophyceae_Cluster-I_X	Chrysophyceae_Cluster-I_XX	Chrysophyceae_Cluster-I_XX_sp.	phototrophs
ZOTU-V7_11859	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11860	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Eubodonida	Bodonidae	Bodo	Unassigned	heterotrophs
ZOTU-V7_11865	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11866	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Geastrum	Unassigned	saprotrophs
ZOTU-V7_1187	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11870	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_11874	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1188	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Strobilidiidae_X	Strobilidiidae_X_sp.	heterotrophs
ZOTU-V7_11886	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11887	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.	heterotrophs
ZOTU-V7_11889	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1189	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_11892	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11895	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11896	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11898	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11899	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_119	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11900	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.	NA
ZOTU-V7_11906	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11907	Eukaryota	Obazoa	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Microdalyellia	Unassigned	heterotrophs
ZOTU-V7_11908	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11909	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1191	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11913	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11914	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10_XX_sp.	heterotrophs
ZOTU-V7_11918	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11919	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_1192	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XX_MET8	Kinetoplastea_XX_MET8_sp.	heterotrophs
ZOTU-V7_11920	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11921	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Leptomyxida	Flabellulidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11922	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11923	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11925	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11928	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_1193	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10_XX_sp.	heterotrophs
ZOTU-V7_11935	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_11936	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Proleptomonadidae	Proleptomonas	Proleptomonas_faecicola	heterotrophs
ZOTU-V7_11937	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_11938	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_11939	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_1194	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_11940	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	NA
ZOTU-V7_11941	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11946	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11948	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11949	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1195	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11950	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11951	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Mychonastes	Unassigned	phototrophs
ZOTU-V7_11952	Eukaryota	TSAR	Alveolata	Perkinsea	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_11953	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11958	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11959	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Trebouxiophyceae_XXX	Trebouxiophyceae_XXX_sp.	phototrophs
ZOTU-V7_1196	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_11962	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Choricystis	Unassigned	phototrophs
ZOTU-V7_11963	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11964	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11965	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11966	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hibberdiales	Hibberdiaceae	Naegeliella	Naegeliella_flagellifera	phototrophs
ZOTU-V7_11967	Eukaryota	Obazoa	Opisthokonta	Metazoa	Craniata	Craniata_X	Mammalia	Homo	Homo_sapiens	heterotrophs
ZOTU-V7_11968	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11969	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_1197	Eukaryota	TSAR	Rhizaria	Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.	NA
ZOTU-V7_11970	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11971	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11973	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11974	Eukaryota	CRuMs	Rigifilida	Rigifilida_X	Rigifilida_XX	Rigifilida_XXX	Rigifilida_XXXX	Micronuclearia	Micronuclearia_podoventralis	heterotrophs
ZOTU-V7_11977	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1198	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Sistotrema	Unassigned	saprotrophs/symbiotrophs
ZOTU-V7_11980	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11984	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11985	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11987	Eukaryota	TSAR	Stramenopiles	Gyrista	Diatomeae_X	Diatomeae_XX	Phaeodactylaceae	Phaeodactylum	Phaeodactylum_tricornutum	NA
ZOTU-V7_1199	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11991	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida_XX_sp.	heterotrophs
ZOTU-V7_11993	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11994	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_11995	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11998	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11999	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_12	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_120	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_12000	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12001	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_12005	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12008	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12010	Eukaryota	Obazoa	Opisthokonta	Ichthyosporea	Ichthyophonida	Abeoformidae	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.	heterotrophs
ZOTU-V7_12011	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Penardia-lineage	Penardia-lineage_X	Penardia-lineage_X_sp.	heterotrophs
ZOTU-V7_12013	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12016	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_12017	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_1202	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	heterotrophs
ZOTU-V7_12023	Eukaryota	Obazoa	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Styloplanella	Styloplanella_strongylostomoides	heterotrophs
ZOTU-V7_12024	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12026	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12027	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Leptodiaptomus	Leptodiaptomus_moorei	heterotrophs
ZOTU-V7_1203	Eukaryota	Obazoa	Opisthokonta	Choanoflagellata	Choanoflagellatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12031	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_12033	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12034	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_12035	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_12036	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida_XX_sp.	heterotrophs
ZOTU-V7_12039	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1204	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycota_X	Chytridiomycota_XX	Chytridiomycota_XXX	Chytridiomycota_XXX_sp.	saprotrophs/parasites
ZOTU-V7_12040	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_12041	Eukaryota	TSAR	Alveolata	Ciliophora	Armophorea	Armophorea_X	Metopidae	Metopus_1	Unassigned	heterotrophs
ZOTU-V7_12044	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12046	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Arachnida_X	Arachnida_X_sp.	heterotrophs
ZOTU-V7_12049	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_1205	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_12051	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12052	Eukaryota	Obazoa	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12054	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12056	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12059	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_1206	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12060	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12061	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_12063	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12064	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12065	Eukaryota	Obazoa	Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12066	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Pseudopleurococcus	Pseudopleurococcus_sp.	phototrophs
ZOTU-V7_12069	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12071	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Rhynchostomatia	Dileptidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12077	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12079	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1208	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Unassigned	heterotrophs
ZOTU-V7_12081	Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Protacanthamoeba	Unassigned	heterotrophs
ZOTU-V7_12087	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12089	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_1209	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_12090	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12092	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Clade-EC2H	Chrysophyceae_Clade-EC2H_X	Chrysophyceae_Clade-EC2H_XX	Chrysophyceae_Clade-EC2H_XX_sp.	phototrophs
ZOTU-V7_12093	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12095	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_12096	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Imbricatea	Paracercomonadida	Paracercomonadida_X	Brevimastigomonas	Brevimastigomonas_motovehiculus	heterotrophs
ZOTU-V7_12099	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	heterotrophs
ZOTU-V7_121	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
