"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V7_2196","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp."
"ZOTU-V7_2193","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2198","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_2197","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_2195","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_2203","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2202","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2206","TSAR","Eukaryota","Alveolata-Ciliophora","Prostomatea","Prorodontida","Urotrichidae","Urotricha","Urotricha_sp."
"ZOTU-V7_2210","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2216","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_2212","TSAR","Eukaryota","Stramenopiles-Gyrista","Hyphochytriomyceta","Hyphochytriales","Hyphochrytriaceae",NA,NA
"ZOTU-V7_2209","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Basidioascus","Basidioascus_sp."
"ZOTU-V7_2214","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2217","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X",NA,NA
"ZOTU-V7_2220","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Glissomonadida_X","Glissomonadida_XX","Glissomonadida_XX_sp."
"ZOTU-V7_2218","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_2226","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana1",NA
"ZOTU-V7_2219","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Oligotrichida",NA,NA,NA
"ZOTU-V7_2235","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2222","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota",NA,NA,NA,NA
"ZOTU-V7_2228","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_2225","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X",NA,NA
"ZOTU-V7_2224","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp."
"ZOTU-V7_2232","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida",NA,NA,NA
"ZOTU-V7_2223","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_2234","Obazoa","Eukaryota","Opisthokonta-Fungi","Monoblepharomycota","Sanchytriales","Sanchytriaceae",NA,NA
"ZOTU-V7_2229","Obazoa","Eukaryota","Opisthokonta-Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA
"ZOTU-V7_2242","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2233","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_2230","TSAR","Eukaryota","Stramenopiles-Gyrista","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX",NA,NA
"ZOTU-V7_2231","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_2240","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_2238","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2237","Cryptista","Eukaryota","Cryptophyta-Cryptophyta_X","Cryptophyceae","Cryptomonadales","Hemiselmidaceae","Chroomonas","Chroomonas_coerulea"
"ZOTU-V7_2244","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela",NA,NA
"ZOTU-V7_2251","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta","Chironomus","Chironomus_tepperi"
"ZOTU-V7_2257","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2246","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Ecballocystis","Ecballocystis_hubeiensis"
"ZOTU-V7_2243","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2255","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V7_2249","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales",NA,NA
"ZOTU-V7_2250","TSAR","Eukaryota","Stramenopiles-Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira",NA
"ZOTU-V7_2272","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2258","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea",NA,NA,NA
"ZOTU-V7_2254","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2259","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_2260","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Leptophrys","Leptophrys_vorax"
"ZOTU-V7_2265","TSAR","Eukaryota","Alveolata-Ciliophora","Plagiopylea","Plagiopylea_X",NA,NA,NA
"ZOTU-V7_2267","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2266","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Anthracoidea","Anthracoidea_karii"
"ZOTU-V7_2262","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage","Rhogostoma-lineage_X","Rhogostoma-lineage_X_sp."
"ZOTU-V7_2276","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea",NA,NA,NA
"ZOTU-V7_2263","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V7_2261","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp."
"ZOTU-V7_2270","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_2269","Obazoa","Eukaryota","Opisthokonta-Fungi","Zoopagomycota","Kickxellomycotina","Harpellales",NA,NA
"ZOTU-V7_2271","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V7_2273","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2277","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2278","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Hymenostomatia",NA,NA,NA
"ZOTU-V7_2275","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_2279","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_2274","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_2280","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X","Enoplea_XX","Enoplea_XX_sp."
"ZOTU-V7_2281","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_2282","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_2283","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V7_2285","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_crassicauda"
"ZOTU-V7_2284","TSAR","Eukaryota","Stramenopiles-Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales",NA,NA
"ZOTU-V7_2286","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_2287","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora",NA
"ZOTU-V7_2293","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2288","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda","Leptodiaptomus","Leptodiaptomus_moorei"
"ZOTU-V7_2294","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_2295","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA
"ZOTU-V7_2297","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2298","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2299","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_2308","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2296","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp."
"ZOTU-V7_2300","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_2301","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Mattesia",NA
"ZOTU-V7_2303","TSAR","Eukaryota","Telonemia-Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ZOTU-V7_2310","Haptista","Eukaryota","Haptophyta-Haptophyta_X","Prymnesiophyceae","Isochrysidales","Prymnesiophyceae_Clade_C1","Prymnesiophyceae_Clade_C1_X","Prymnesiophyceae_Clade_C1_X_sp."
"ZOTU-V7_2312","Obazoa","Eukaryota","Opisthokonta-Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","Blastocladiella",NA
"ZOTU-V7_2307","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales","Ochromonadaceae","Uroglenopsis","Uroglenopsis_sp."
"ZOTU-V7_2317","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V7_2318","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_2314","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Ostracoda",NA,NA
"ZOTU-V7_2313","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_2316","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2324","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2315","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_2321","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea",NA,NA,NA,NA
"ZOTU-V7_2319","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2322","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Prasiolales","Prasiolales_X","Stichococcus","Stichococcus_bacillaris"
"ZOTU-V7_2327","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X",NA,NA,NA,NA,NA
"ZOTU-V7_2323","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_2330","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_2328","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_2334","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_2329","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Serpula_fungus","Serpula_lacrymans"
"ZOTU-V7_2345","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Astasiidae","Astasia","Astasia_sp."
"ZOTU-V7_2333","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2331","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytriomycetaceae","Entophlyctis","Entophlyctis_confervae-glomeratae"
"ZOTU-V7_2332","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ZOTU-V7_2336","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales",NA,NA,NA
"ZOTU-V7_2335","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Hibberdiales",NA,NA,NA
"ZOTU-V7_2337","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_env_clade-I","Chrysophyceae_env_clade-I_X","Chrysophyceae_env_clade-I_XX","Chrysophyceae_env_clade-I_XX_sp."
"ZOTU-V7_2339","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae",NA,NA,NA,NA
"ZOTU-V7_2343","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2340","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_2347","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Chelicerata","Arachnida",NA,NA
"ZOTU-V7_2342","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_2346","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X",NA,NA
"ZOTU-V7_2349","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda","Leptodiaptomus","Leptodiaptomus_moorei"
"ZOTU-V7_2350","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_2351","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX",NA,NA
"ZOTU-V7_2355","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2354","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2357","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Hymenostomatia",NA,NA,NA
"ZOTU-V7_2352","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2356","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2360","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Stenophorida","Stenophoridae","Stenophora","Stenophora_robusta"
"ZOTU-V7_2361","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X",NA,NA
"ZOTU-V7_2359","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea",NA,NA,NA,NA
"ZOTU-V7_2362","Obazoa","Eukaryota","Opisthokonta-Fungi","Aphelidiomycota","Aphelidiales","Aphelidiaceae","Aphelidium","Aphelidium_desmodesmi"
"ZOTU-V7_2364","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_2366","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_2368","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V7_2372","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp."
"ZOTU-V7_2373","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_2371","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_2382","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Trepomonas","Trepomonas_steinii"
"ZOTU-V7_2370","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Lipomycetaceae",NA,NA
"ZOTU-V7_2383","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2375","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales",NA,NA,NA
"ZOTU-V7_2376","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2377","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_2379","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2381","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_2390","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_2384","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Polytrichastrum",NA
"ZOTU-V7_2388","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp."
"ZOTU-V7_2393","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Leptophrys","Leptophrys_vorax"
"ZOTU-V7_2389","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2391","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Mattesia",NA
"ZOTU-V7_2395","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2392","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2409","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Pseudonosematidae","Pseudonosematidae_sp."
"ZOTU-V7_2394","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_2396","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_2397","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_2407","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_2405","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_2402","Obazoa","Eukaryota","Opisthokonta-Fungi","Aphelidiomycota","Aphelidiales","Aphelidiaceae","Aphelidium","Aphelidium_desmodesmi"
"ZOTU-V7_2406","Obazoa","Eukaryota","Opisthokonta-Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","Hyaloraphidium","Hyaloraphidium_curvatum"
"ZOTU-V7_2408","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_2418","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2410","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_2411","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_2412","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V7_2417","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_2426","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2414","TSAR","Eukaryota","Alveolata-Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","CONThreeP_XXX","CONThreeP_XXX_sp."
"ZOTU-V7_2428","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae",NA,NA
"ZOTU-V7_2419","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V7_2425","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_2436","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae",NA,NA
"ZOTU-V7_2427","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Colpodellida_CHR1","Colpodellida_CHR1_X","Colpodellida_CHR1_X_sp."
"ZOTU-V7_2441","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_2421","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_2440","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Neobodonida","Rhynchomonadidae","Rhynchomonas","Rhynchomonas_sp."
"ZOTU-V7_2429","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_2433","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellata_XX_Clade-2",NA,NA
"ZOTU-V7_2432","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Peniculia","Frontoniidae_2","Frontoniidae_2_X","Frontoniidae_2_X_sp."
"ZOTU-V7_2431","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_2430","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea",NA,NA,NA,NA
"ZOTU-V7_2434","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Pseudophyllomitidae","MAST-6","MAST-6_X","MAST-6_X_sp."
"ZOTU-V7_2437","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_2439","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_2442","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage","Rhogostoma-lineage_X","Rhogostoma-lineage_X_sp."
"ZOTU-V7_2443","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_2452","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_2445","TSAR","Eukaryota","Stramenopiles-Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira",NA
