"","asv_code","domain","supergroup","division","subdivision","class","order","family","genus","species","trophic_mode"
"8126","ZOTU-V7_2527","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"8127","ZOTU-V7_25271","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8128","ZOTU-V7_25274","Eukaryota","Amoebozoa","Evosea","Evosea_X","Variosea","Variosea_X","Ischnamoebidae","Darbyshirella","Darbyshirella_terrestris","heterotrophs"
"8129","ZOTU-V7_25275","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphitraemidae","Amphitrema","Amphitrema_sp.","heterotrophs"
"8130","ZOTU-V7_25281","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8131","ZOTU-V7_25283","Eukaryota","TSAR","Stramenopiles","Gyrista","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX","Unassigned","Unassigned","phototrophs"
"8132","ZOTU-V7_25284","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Unassigned","Unassigned","heterotrophs"
"8133","ZOTU-V7_25287","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_III","Vahlkampfiidae_III","Naegleria","Naegleria_sp.","heterotrophs"
"8134","ZOTU-V7_25288","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8135","ZOTU-V7_25291","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"8136","ZOTU-V7_25299","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8137","ZOTU-V7_253","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8138","ZOTU-V7_25301","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8139","ZOTU-V7_25307","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp.","saprotrophs/parasites"
"8140","ZOTU-V7_25309","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8141","ZOTU-V7_2531","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_lanceolata","phototrophs"
"8142","ZOTU-V7_25311","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"8143","ZOTU-V7_25313","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8144","ZOTU-V7_25316","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellidae","Vampyrella","Vampyrella_sp.","heterotrophs"
"8145","ZOTU-V7_25318","Eukaryota","TSAR","Stramenopiles","Bigyra","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8146","ZOTU-V7_2532","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Unassigned","Unassigned","phototrophs"
"8147","ZOTU-V7_25324","Eukaryota","Amoebozoa","Discosea","Discosea_X","Flabellinia","Vannellida","Vannellidae","Vannella","Vannella_sp.","heterotrophs"
"8148","ZOTU-V7_25327","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8149","ZOTU-V7_25328","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Bosmina","Bosmina_longirostris","heterotrophs"
"8150","ZOTU-V7_25329","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8151","ZOTU-V7_2533","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"8152","ZOTU-V7_25331","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8153","ZOTU-V7_25333","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8154","ZOTU-V7_25335","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Fibrophrys","Fibrophrys_sp.","heterotrophs"
"8155","ZOTU-V7_2534","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"8156","ZOTU-V7_25340","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8157","ZOTU-V7_25342","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Unassigned","Unassigned","heterotrophs"
"8158","ZOTU-V7_25343","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp.","heterotrophs"
"8159","ZOTU-V7_25344","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"8160","ZOTU-V7_25345","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Unassigned","Unassigned","heterotrophs"
"8161","ZOTU-V7_25347","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Unassigned","Unassigned","heterotrophs"
"8162","ZOTU-V7_2535","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Fragilariales","Staurosiraceae","Unassigned","Unassigned","phototrophs"
"8163","ZOTU-V7_25352","Eukaryota","Amoebozoa","Discosea","Discosea_X","Flabellinia","Vannellida","Vannellidae","Vannella","Vannella_sp.","heterotrophs"
"8164","ZOTU-V7_25353","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8165","ZOTU-V7_25356","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"8166","ZOTU-V7_25357","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Pseudoperkinsidae","Pseudoperkinsidae_X","Pseudoperkinsidae_XX","Pseudoperkinsidae_XX_sp.","heterotrophs"
"8167","ZOTU-V7_25359","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp.","phototrophs"
"8168","ZOTU-V7_2536","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Enoplea","Enoplea_X","Unassigned","Unassigned","heterotrophs"
"8169","ZOTU-V7_25362","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Himatismenida","Cochliopodiidae","Cochliopodium","Cochliopodium_plurinucleolum","heterotrophs"
"8170","ZOTU-V7_25363","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8171","ZOTU-V7_25364","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Hypotrichia_X","Hypotrichia_XX","Hypotrichia_XX_sp.","heterotrophs"
"8172","ZOTU-V7_25368","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8173","ZOTU-V7_2537","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Ostracoda","Cryptocandona","Cryptocandona_sp.","heterotrophs"
"8174","ZOTU-V7_25373","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Unassigned","Unassigned","phototrophs"
"8175","ZOTU-V7_25374","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp.","heterotrophs"
"8176","ZOTU-V7_25375","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8177","ZOTU-V7_25376","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8178","ZOTU-V7_25377","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8179","ZOTU-V7_25378","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"8180","ZOTU-V7_25382","Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Unassigned","Unassigned","heterotrophs"
"8181","ZOTU-V7_2539","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.","heterotrophs"
"8182","ZOTU-V7_25393","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8183","ZOTU-V7_25394","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_punctachora","heterotrophs"
"8184","ZOTU-V7_25396","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
"8185","ZOTU-V7_25398","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Choricystis","Unassigned","phototrophs"
"8186","ZOTU-V7_254","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8187","ZOTU-V7_25400","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8188","ZOTU-V7_25403","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Scytomonadidae","Unassigned","Unassigned",NA
"8189","ZOTU-V7_25406","Eukaryota","TSAR","Stramenopiles","Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp.","parasites"
"8190","ZOTU-V7_25408","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8191","ZOTU-V7_2541","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8192","ZOTU-V7_25413","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",NA
"8193","ZOTU-V7_25415","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Truncocolumella","Truncocolumella_citrina","symbiotrophs"
"8194","ZOTU-V7_25418","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8195","ZOTU-V7_25419","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8196","ZOTU-V7_2542","Eukaryota","TSAR","Alveolata","Ciliophora","CONTH_2","CONTH_2_X","CONTH_2_XX","CONTH_2_XXX","CONTH_2_XXX_sp.","heterotrophs"
"8197","ZOTU-V7_25424","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp.","saprotrophs/parasites"
"8198","ZOTU-V7_25426","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
"8199","ZOTU-V7_25428","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Daphnia","Unassigned","heterotrophs"
"8200","ZOTU-V7_25429","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"8201","ZOTU-V7_2543","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp.","heterotrophs"
"8202","ZOTU-V7_25430","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"8203","ZOTU-V7_25434","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8204","ZOTU-V7_25435","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Unassigned","Unassigned","heterotrophs"
"8205","ZOTU-V7_25436","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"8206","ZOTU-V7_25437","Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Unassigned","Unassigned","heterotrophs"
"8207","ZOTU-V7_2544","Eukaryota","Obazoa","Breviatea","Breviatea_X","Breviatea_XX","Breviatea_XXX","Breviata-lineage","Breviata","Breviata_anathema","heterotrophs"
"8208","ZOTU-V7_25440","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp.","saprotrophs/parasites"
"8209","ZOTU-V7_25446","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8210","ZOTU-V7_25448","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Unassigned","phototrophs"
"8211","ZOTU-V7_25451","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8212","ZOTU-V7_25456","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"8213","ZOTU-V7_25457","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8214","ZOTU-V7_25458","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Gregarina3","Gregarina3_sp.","parasites"
"8215","ZOTU-V7_2546","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina","Ascogregarina_sp.","parasites"
"8216","ZOTU-V7_25461","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8217","ZOTU-V7_25463","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","Unassigned","Unassigned","heterotrophs"
"8218","ZOTU-V7_25466","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"8219","ZOTU-V7_25467","Eukaryota","TSAR","Stramenopiles","Gyrista","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Eustigmatophyceae_XXX","Eustigmatophyceae_XXX_sp.","phototrophs"
"8220","ZOTU-V7_25468","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8221","ZOTU-V7_25469","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Unassigned","Unassigned","heterotrophs"
"8222","ZOTU-V7_2547","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Rhabdomonas","Unassigned","heterotrophs"
"8223","ZOTU-V7_25470","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Unassigned","Unassigned","parasites"
"8224","ZOTU-V7_25477","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"8225","ZOTU-V7_25478","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Acanthamoeba","Unassigned","heterotrophs"
"8226","ZOTU-V7_25482","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"8227","ZOTU-V7_25483","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Naviculales","Stauroneidaceae","Unassigned","Unassigned","phototrophs"
"8228","ZOTU-V7_25485","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8229","ZOTU-V7_25486","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Urostylidae","Paruroleptus","Paruroleptus_lepisma","heterotrophs"
"8230","ZOTU-V7_25495","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8231","ZOTU-V7_25498","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8232","ZOTU-V7_25499","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Unassigned","Unassigned","heterotrophs"
"8233","ZOTU-V7_255","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"8234","ZOTU-V7_2550","Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Unassigned","Unassigned","heterotrophs"
"8235","ZOTU-V7_25500","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Hartmannellidae","Copromyxa","Copromyxa_vandevyveri","heterotrophs"
"8236","ZOTU-V7_25502","Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Unassigned","Unassigned","heterotrophs"
"8237","ZOTU-V7_25503","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8238","ZOTU-V7_25504","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"8239","ZOTU-V7_25505","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Unassigned","heterotrophs"
"8240","ZOTU-V7_25508","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8241","ZOTU-V7_25514","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Choricystis","Unassigned","phototrophs"
"8242","ZOTU-V7_2552","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Pansomonadida_X","Pansomonadida_XX","Pansomonadida_XX_sp.","heterotrophs"
"8243","ZOTU-V7_25523","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8244","ZOTU-V7_25528","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8245","ZOTU-V7_2553","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8246","ZOTU-V7_25535","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Isochrysidales","Prymnesiophyceae_Clade_C1","Prymnesiophyceae_Clade_C1_X","Prymnesiophyceae_Clade_C1_X_sp.",NA
"8247","ZOTU-V7_25536","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8248","ZOTU-V7_25538","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.",NA
"8249","ZOTU-V7_25539","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"8250","ZOTU-V7_25541","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Charophyceae","Charophyceae_X","Charophyceae_XX","Unassigned","Unassigned","phototrophs"
"8251","ZOTU-V7_25542","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8252","ZOTU-V7_25543","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8253","ZOTU-V7_25546","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"8254","ZOTU-V7_25547","Eukaryota","TSAR","Alveolata","Ciliophora","CONTH_7","CONTH_7_X","CONTH_7_XX","CONTH_7_XXX","CONTH_7_XXX_sp.","heterotrophs"
"8255","ZOTU-V7_25553","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Unassigned","Unassigned","Unassigned","heterotrophs"
"8256","ZOTU-V7_25556","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
"8257","ZOTU-V7_25557","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"8258","ZOTU-V7_25558","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Unassigned","Unassigned",NA
"8259","ZOTU-V7_2556","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"8260","ZOTU-V7_2557","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Arcuospathidium","Arcuospathidium_namibiense","heterotrophs"
"8261","ZOTU-V7_25572","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8262","ZOTU-V7_25577","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Unassigned","Unassigned","Unassigned","phototrophs"
"8263","ZOTU-V7_25578","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8264","ZOTU-V7_2558","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"8265","ZOTU-V7_25581","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp.","saprotrophs/parasites"
"8266","ZOTU-V7_25584","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8267","ZOTU-V7_25588","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"8268","ZOTU-V7_2559","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8269","ZOTU-V7_25590","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Opisthocystis","Opisthocystis_goettei","heterotrophs"
"8270","ZOTU-V7_25595","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"8271","ZOTU-V7_25597","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"8272","ZOTU-V7_256","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Hafniomonas","Hafniomonas_reticulata","phototrophs"
"8273","ZOTU-V7_25600","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"8274","ZOTU-V7_25601","Eukaryota","TSAR","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp.","heterotrophs"
"8275","ZOTU-V7_25604","Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Unassigned","Unassigned","heterotrophs"
"8276","ZOTU-V7_25605","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Pseudonosematidae","Pseudonosematidae_sp.","parasites"
"8277","ZOTU-V7_25610","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"8278","ZOTU-V7_25611","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_VI","Tetramitia_VI_X","Tetramitia_VI_1","Tetramitia_VI_1_sp.","heterotrophs"
"8279","ZOTU-V7_25614","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
