"","asv_code","domain","supergroup","division","subdivision","class","order","family","genus","species","trophic_mode"
"1","ZOTU-V9_10","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Maxillopoda_X","Maxillopoda_X_sp.","heterotrophs"
"2","ZOTU-V9_1000","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"3","ZOTU-V9_10003","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"4","ZOTU-V9_10007","Eukaryota","Amoebozoa","Evosea","Evosea_X","Variosea","Variosea_X","WIM1-lineage","WIM1-lineage_X","WIM1-lineage_X_sp.","heterotrophs"
"5","ZOTU-V9_10008","Eukaryota","TSAR","Rhizaria","Cercozoa","Sainouroidea","Sainouroidea_X","Guttulinopsidae","Guttulinopsis","Unassigned",NA
"6","ZOTU-V9_1001","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",NA
"7","ZOTU-V9_10015","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Chlorotetraedron","Chlorotetraedron_incus","phototrophs"
"8","ZOTU-V9_10019","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"9","ZOTU-V9_10023","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Euglenophyceae","Unassigned","Unassigned","Unassigned","phototrophs"
"10","ZOTU-V9_10025","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastigaceae-AB","Crustomastigaceae-AB_sp.","phototrophs"
"11","ZOTU-V9_10037","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Thalassomyxa-lineage","Thalassomyxa","Thalassomyxa_sp.","heterotrophs"
"12","ZOTU-V9_10038","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Unassigned","Unassigned","phototrophs"
"13","ZOTU-V9_10039","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"14","ZOTU-V9_10044","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"15","ZOTU-V9_10046","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"16","ZOTU-V9_10049","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"17","ZOTU-V9_10052","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Rhizopogon","Rhizopogon_vulgaris","symbiotrophs"
"18","ZOTU-V9_10053","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Heterolobosea_X","Creneidae","Creneis","Creneis_carolina","heterotrophs"
"19","ZOTU-V9_10059","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Spathidium","Spathidium_stammeri","heterotrophs"
"20","ZOTU-V9_10063","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Arcellinida","Phryganellina","Cryptodifflugia","Unassigned","heterotrophs"
"21","ZOTU-V9_10068","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"22","ZOTU-V9_10069","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Unassigned","Unassigned","Unassigned","heterotrophs"
"23","ZOTU-V9_10075","Eukaryota","TSAR","Alveolata","Ciliophora","Prostomatea_3","Prostomatea_3_X","Holophryidae","Unassigned","Unassigned","heterotrophs"
"24","ZOTU-V9_10076","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-6","Novel-Gran-6_X","Novel-Gran-6_X_sp.",NA
"25","ZOTU-V9_10077","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"26","ZOTU-V9_1008","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"27","ZOTU-V9_10083","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"28","ZOTU-V9_1009","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Unassigned","phototrophs"
"29","ZOTU-V9_10095","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Unassigned","Unassigned","Unassigned","heterotrophs"
"30","ZOTU-V9_10100","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Unassigned","Unassigned","parasites"
"31","ZOTU-V9_10102","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"32","ZOTU-V9_10103","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"33","ZOTU-V9_10104","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chromulinales","Chromulinaceae","Oikomonas","Oikomonas_sp.","phototrophs"
"34","ZOTU-V9_10109","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"35","ZOTU-V9_10117","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","phototrophs"
"36","ZOTU-V9_10119","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Unassigned","Unassigned","heterotrophs"
"37","ZOTU-V9_1012","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"38","ZOTU-V9_10122","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"39","ZOTU-V9_10134","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Unassigned","Unassigned","heterotrophs"
"40","ZOTU-V9_1014","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_X","Thoracosphaeraceae_X_sp.",NA
"41","ZOTU-V9_10143","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_L","Choanoflagellatea_XXX_Group_L_X","Choanoflagellatea_XXX_Group_L_X_sp.","heterotrophs"
"42","ZOTU-V9_10149","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Umbelopsidales","Umbelopsis","Unassigned","saprotrophs"
"43","ZOTU-V9_1015","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Trebouxiophyceae_XXX","Trebouxiophyceae_XXX_sp.","phototrophs"
"44","ZOTU-V9_10151","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"45","ZOTU-V9_1016","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Unassigned","Unassigned","phototrophs"
"46","ZOTU-V9_10160","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"47","ZOTU-V9_10162","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"48","ZOTU-V9_10163","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"49","ZOTU-V9_10164","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Lobulomycetales","Lobulomycetaceae","Lobulomyces","Lobulomyces_angularis","saprotrophs/parasites"
"50","ZOTU-V9_10169","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Haptoria_7","Spathidiida","Paraenchelys","Paraenchelys_terricola","heterotrophs"
"51","ZOTU-V9_10179","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"52","ZOTU-V9_1018","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Unassigned","Unassigned","phototrophs"
"53","ZOTU-V9_10180","Eukaryota","TSAR","Stramenopiles","Bigyra","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"54","ZOTU-V9_10191","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"55","ZOTU-V9_10193","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"56","ZOTU-V9_10197","Eukaryota","TSAR","Stramenopiles","Gyrista","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Unassigned","Unassigned","phototrophs"
"57","ZOTU-V9_10199","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"58","ZOTU-V9_102","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Balantidion","Balantidion_pellucidum","heterotrophs"
"59","ZOTU-V9_1021","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Enoplea","Enoplea_X","Tobrilus","Tobrilus_gracilis","heterotrophs"
"60","ZOTU-V9_10215","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"61","ZOTU-V9_10220","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp.","heterotrophs"
"62","ZOTU-V9_10228","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"63","ZOTU-V9_10231","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"64","ZOTU-V9_10238","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp.","parasites"
"65","ZOTU-V9_10240","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina","Ascogregarina_sp.","parasites"
"66","ZOTU-V9_10243","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_L","Choanoflagellatea_XXX_Group_L_X","Choanoflagellatea_XXX_Group_L_X_sp.","heterotrophs"
"67","ZOTU-V9_10245","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"68","ZOTU-V9_10258","Eukaryota","TSAR","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonas","Unassigned","heterotrophs"
"69","ZOTU-V9_10269","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Unassigned","Unassigned","phototrophs"
"70","ZOTU-V9_10270","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas_sp.","heterotrophs"
"71","ZOTU-V9_10273","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastigaceae-AB","Crustomastigaceae-AB_sp.","phototrophs"
"72","ZOTU-V9_10280","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"73","ZOTU-V9_10293","Eukaryota","TSAR","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Stentoridae","Stentor","Stentor_coeruleus","heterotrophs"
"74","ZOTU-V9_10297","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Scytomonadidae","Petalomonas","Petalomonas_cantuscygni",NA
"75","ZOTU-V9_10298","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp.","heterotrophs"
"76","ZOTU-V9_103","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"77","ZOTU-V9_1030","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"78","ZOTU-V9_10300","Eukaryota","TSAR","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonas","Unassigned","heterotrophs"
"79","ZOTU-V9_1031","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Unassigned","Unassigned","parasites"
"80","ZOTU-V9_10310","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"81","ZOTU-V9_10315","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"82","ZOTU-V9_10318","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Unassigned","Unassigned","phototrophs"
"83","ZOTU-V9_10320","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"84","ZOTU-V9_10322","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Asterococcus","Asterococcus_superbus","phototrophs"
"85","ZOTU-V9_10325","Eukaryota","TSAR","Stramenopiles","Bigyra","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"86","ZOTU-V9_10329","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-6","Novel-Gran-6_X","Novel-Gran-6_X_sp.",NA
"87","ZOTU-V9_10332","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_sp.","parasites"
"88","ZOTU-V9_10335","Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Chaetonotus","Unassigned","heterotrophs"
"89","ZOTU-V9_10338","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima",NA
"90","ZOTU-V9_10344","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"91","ZOTU-V9_10345","Eukaryota","TSAR","Alveolata","Apicomplexa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","parasites"
"92","ZOTU-V9_10346","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Unassigned","Unassigned","heterotrophs"
"93","ZOTU-V9_10347","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"94","ZOTU-V9_1035","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"95","ZOTU-V9_10353","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"96","ZOTU-V9_10358","Eukaryota","TSAR","Rhizaria","Cercozoa","Sainouroidea","Sainouroidea_X","Guttulinopsidae","Guttulinopsis","Guttulinopsis_vulgaris",NA
"97","ZOTU-V9_1036","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonadales_XX","Cryptomonadales_XX_sp.",NA
"98","ZOTU-V9_10363","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae","Unassigned","Unassigned","heterotrophs"
"99","ZOTU-V9_1037","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp.","heterotrophs"
"100","ZOTU-V9_10370","Eukaryota","TSAR","Alveolata","Ciliophora","Plagiopylea","Plagiopylea_X","Plagiopylea_XX","Plagiopylea_XXX","Plagiopylea_XXX_sp.","heterotrophs"
"101","ZOTU-V9_10381","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Unassigned","Unassigned","Unassigned","parasites"
"102","ZOTU-V9_10391","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"103","ZOTU-V9_10395","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"104","ZOTU-V9_10400","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"105","ZOTU-V9_10403","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"106","ZOTU-V9_10406","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Unassigned","Unassigned","heterotrophs"
"107","ZOTU-V9_10412","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"108","ZOTU-V9_10413","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycotina_X","Alatospora","Alatospora_acuminata","saprotrophs"
"109","ZOTU-V9_10421","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"110","ZOTU-V9_10422","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"111","ZOTU-V9_10440","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Unassigned","Unassigned","phototrophs"
"112","ZOTU-V9_10446","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"113","ZOTU-V9_10455","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"114","ZOTU-V9_10457","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Amphifilaceae_X","Amphifilaceae_X_sp.","heterotrophs"
"115","ZOTU-V9_10458","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"116","ZOTU-V9_1047","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Pseudoperkinsidae","Pseudoperkinsidae_X","Anurofeca","Anurofeca_sp.","heterotrophs"
"117","ZOTU-V9_10484","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Unassigned","Unassigned","heterotrophs"
"118","ZOTU-V9_10486","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"119","ZOTU-V9_10487","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Mucoromycotina_X","Unassigned","Unassigned","heterotrophs"
"120","ZOTU-V9_10495","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Ostracoda","Unassigned","Unassigned","heterotrophs"
"121","ZOTU-V9_10497","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Unassigned","Unassigned","Unassigned","heterotrophs"
"122","ZOTU-V9_10508","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"123","ZOTU-V9_10511","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Unassigned","heterotrophs"
"124","ZOTU-V9_10515","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"125","ZOTU-V9_10536","Eukaryota","Obazoa","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Homo","Homo_sapiens","heterotrophs"
"126","ZOTU-V9_10537","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"127","ZOTU-V9_10541","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina","Ascogregarina_sp.","parasites"
"128","ZOTU-V9_10542","Eukaryota","TSAR","Alveolata","Dinoflagellata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"129","ZOTU-V9_10554","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"130","ZOTU-V9_10566","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"131","ZOTU-V9_10569","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Unassigned","Unassigned","Unassigned","phototrophs"
"132","ZOTU-V9_10570","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"133","ZOTU-V9_10574","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Unassigned","Unassigned","Unassigned","Unassigned",NA
"134","ZOTU-V9_10575","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"135","ZOTU-V9_10588","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Unassigned","Unassigned","heterotrophs"
"136","ZOTU-V9_1059","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Unassigned","Unassigned","phototrophs"
"137","ZOTU-V9_10600","Eukaryota","TSAR","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"138","ZOTU-V9_10604","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"139","ZOTU-V9_10605","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"140","ZOTU-V9_10610","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"141","ZOTU-V9_10611","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Unassigned","Unassigned","Unassigned","heterotrophs"
"142","ZOTU-V9_10616","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Chironomus","Chironomus_tepperi","heterotrophs"
"143","ZOTU-V9_10620","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"144","ZOTU-V9_10625","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Unassigned","Unassigned","heterotrophs"
"145","ZOTU-V9_10632","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Paracercomonadida","Paracercomonadida_X","Phytocercomonas","Phytocercomonas_venanatans","heterotrophs"
"146","ZOTU-V9_1064","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_sp.","heterotrophs"
"147","ZOTU-V9_10650","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Aphagea","Unassigned","Unassigned","Unassigned","heterotrophs"
"148","ZOTU-V9_10655","Eukaryota","Excavata","Discoba","Euglenozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"149","ZOTU-V9_10664","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"150","ZOTU-V9_10667","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyta_XX","Chlorophyta_XXX","Chlorophyta_XXXX","Scotinosphaera","Scotinosphaera_sp.","phototrophs"
"151","ZOTU-V9_10668","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"152","ZOTU-V9_10669","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Arcellinida","Phryganellina","Unassigned","Unassigned","heterotrophs"
"153","ZOTU-V9_1067","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
