"","asv_code","domain","supergroup","division","subdivision","class","order","family","genus","species","trophic_mode"
"10926","ZOTU-V9_67237","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"10927","ZOTU-V9_67238","Eukaryota","TSAR","Alveolata","Dinoflagellata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10928","ZOTU-V9_67239","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Unassigned","Unassigned","Unassigned",NA
"10929","ZOTU-V9_6724","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"10930","ZOTU-V9_67245","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Unassigned","Unassigned","heterotrophs"
"10931","ZOTU-V9_67256","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10932","ZOTU-V9_67277","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"10933","ZOTU-V9_67278","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Unassigned","Unassigned","Unassigned",NA
"10934","ZOTU-V9_67284","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp.","phototrophs"
"10935","ZOTU-V9_67288","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Trinematidae","Trinematidae_X","Trinematidae_X_sp.","heterotrophs"
"10936","ZOTU-V9_67290","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Agaricostilbomycetes","Kurtzmanomyces","Kurtzmanomyces_nectairei","heterotrophs"
"10937","ZOTU-V9_67295","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"10938","ZOTU-V9_67296","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10939","ZOTU-V9_673","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10940","ZOTU-V9_67305","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10941","ZOTU-V9_6731","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"10942","ZOTU-V9_67310","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Amoebidae","Unassigned","Unassigned","heterotrophs"
"10943","ZOTU-V9_67311","Eukaryota","Amoebozoa","Evosea","Evosea_X","Variosea","Variosea_X","Variosea_XX","Variosea_XXX","Variosea_XXX_sp.","heterotrophs"
"10944","ZOTU-V9_67316","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"10945","ZOTU-V9_67317","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Unassigned","phototrophs"
"10946","ZOTU-V9_67323","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10947","ZOTU-V9_67328","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"10948","ZOTU-V9_67331","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"10949","ZOTU-V9_67335","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"10950","ZOTU-V9_67338","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_subterranea","parasites"
"10951","ZOTU-V9_67345","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"10952","ZOTU-V9_6735","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp.","saprotrophs/parasites"
"10953","ZOTU-V9_67384","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana2","Trachyphloeus_angustisetulus","parasites"
"10954","ZOTU-V9_67386","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Unassigned","Unassigned","heterotrophs"
"10955","ZOTU-V9_67392","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"10956","ZOTU-V9_67398","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp.","heterotrophs"
"10957","ZOTU-V9_67403","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
"10958","ZOTU-V9_67404","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"10959","ZOTU-V9_67407","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10960","ZOTU-V9_67410","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Prokinetoplastida","Ichthyobodonidae","Ichthyobodonidae_X","Ichthyobodonidae_X_sp.","heterotrophs"
"10961","ZOTU-V9_67412","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10962","ZOTU-V9_67413","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Phallus","Phallus_hadriani","saprotrophs"
"10963","ZOTU-V9_6742","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"10964","ZOTU-V9_67427","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Unassigned","phototrophs"
"10965","ZOTU-V9_67429","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_X","Sey055-lineage_X_sp.","heterotrophs"
"10966","ZOTU-V9_6743","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"10967","ZOTU-V9_67460","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Unassigned","phototrophs"
"10968","ZOTU-V9_67490","Eukaryota","TSAR","Alveolata","Dinoflagellata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10969","ZOTU-V9_67497","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10970","ZOTU-V9_67502","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Unassigned","Unassigned","heterotrophs"
"10971","ZOTU-V9_67509","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Unassigned","heterotrophs"
"10972","ZOTU-V9_67513","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10973","ZOTU-V9_67521","Eukaryota","TSAR","Alveolata","Ciliophora","Plagiopylea","Plagiopylea_X","Unassigned","Unassigned","Unassigned","heterotrophs"
"10974","ZOTU-V9_6753","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Hymenostomatia","Unassigned","Unassigned","Unassigned","heterotrophs"
"10975","ZOTU-V9_6754","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chloromonas","Unassigned","phototrophs"
"10976","ZOTU-V9_6755","Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Chaetonotus","Unassigned","heterotrophs"
"10977","ZOTU-V9_67568","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"10978","ZOTU-V9_67592","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Unassigned","Unassigned","heterotrophs"
"10979","ZOTU-V9_6761","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10980","ZOTU-V9_67618","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"10981","ZOTU-V9_67621","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10982","ZOTU-V9_6764","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10983","ZOTU-V9_67640","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XX_MET8","Kinetoplastea_XX_MET8_sp.","heterotrophs"
"10984","ZOTU-V9_67645","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"10985","ZOTU-V9_67648","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10986","ZOTU-V9_67657","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Pleuroxus","Unassigned","heterotrophs"
"10987","ZOTU-V9_67666","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10988","ZOTU-V9_67678","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Unassigned","Unassigned","heterotrophs"
"10989","ZOTU-V9_67681","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10990","ZOTU-V9_67686","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Pythium","Unassigned","parasites"
"10991","ZOTU-V9_67689","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10992","ZOTU-V9_67691","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Unassigned","Unassigned","Unassigned","Unassigned",NA
"10993","ZOTU-V9_6770","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Unassigned","Unassigned","heterotrophs"
"10994","ZOTU-V9_67701","Eukaryota","Amoebozoa","Evosea","Eumycetozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10995","ZOTU-V9_67726","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"10996","ZOTU-V9_67735","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Diplophrydaceae","Diplophrys","Diplophrys_sp.","heterotrophs"
"10997","ZOTU-V9_67739","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"10998","ZOTU-V9_67747","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"10999","ZOTU-V9_6776","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"11000","ZOTU-V9_67762","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11001","ZOTU-V9_6777","Eukaryota","TSAR","Alveolata","Ciliophora","Armophorea","Armophorea_X","Caenomorphidae","Caenomorpha","Caenomorpha_medusula","heterotrophs"
"11002","ZOTU-V9_67770","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Unassigned","Unassigned","Unassigned","Unassigned","parasites"
"11003","ZOTU-V9_6778","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"11004","ZOTU-V9_67790","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11005","ZOTU-V9_67799","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"11006","ZOTU-V9_67811","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"11007","ZOTU-V9_67816","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11008","ZOTU-V9_67819","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11009","ZOTU-V9_67824","Eukaryota","TSAR","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11010","ZOTU-V9_67835","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11011","ZOTU-V9_6784","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11012","ZOTU-V9_67845","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Parabodonida","Parabodonidae","Parabodo","Parabodo_sp.","heterotrophs"
"11013","ZOTU-V9_67854","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"11014","ZOTU-V9_67861","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"11015","ZOTU-V9_67872","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11016","ZOTU-V9_67873","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"11017","ZOTU-V9_67884","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Himatismenida","Cochliopodiidae","Cochliopodium","Unassigned","heterotrophs"
"11018","ZOTU-V9_67887","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"11019","ZOTU-V9_67900","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Ulvophyceae","Ulvales-relatives","Ulvales-relatives_X","Ulva","Ulva_compressa","phototrophs"
"11020","ZOTU-V9_67909","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp.","heterotrophs"
"11021","ZOTU-V9_67915","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11022","ZOTU-V9_67917","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"11023","ZOTU-V9_67935","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11024","ZOTU-V9_67937","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11025","ZOTU-V9_67956","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Paracercomonadida","Paracercomonadida_X","Phytocercomonas","Phytocercomonas_venanatans","heterotrophs"
"11026","ZOTU-V9_67966","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11027","ZOTU-V9_6797","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Cryptococcus","Cryptococcus_bhutanensis","pathotrophs/saprotrophs/symbiotrophs"
"11028","ZOTU-V9_67970","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11029","ZOTU-V9_67973","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"11030","ZOTU-V9_67975","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11031","ZOTU-V9_67976","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"11032","ZOTU-V9_67988","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp.","parasites"
"11033","ZOTU-V9_6799","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"11034","ZOTU-V9_67991","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"11035","ZOTU-V9_67995","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_sp.","parasites"
"11036","ZOTU-V9_67999","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Spizellomycetales","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"11037","ZOTU-V9_68","Eukaryota","TSAR","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11038","ZOTU-V9_6801","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"11039","ZOTU-V9_68022","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11040","ZOTU-V9_68033","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Unassigned","phototrophs"
"11041","ZOTU-V9_68036","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11042","ZOTU-V9_68048","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Unassigned","phototrophs"
"11043","ZOTU-V9_68051","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Unassigned","Unassigned","Unassigned","heterotrophs"
"11044","ZOTU-V9_68053","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp.","heterotrophs"
"11045","ZOTU-V9_6806","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"11046","ZOTU-V9_68073","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11047","ZOTU-V9_68077","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Gyromitra","Unassigned","saprotrophs"
"11048","ZOTU-V9_68083","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"11049","ZOTU-V9_68087","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-XII","Ochromonadales_clade-XII_X","Ochromonadales_clade-XII_X_sp.","phototrophs"
"11050","ZOTU-V9_6809","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Group-Te","Group_Te_sp.","heterotrophs"
"11051","ZOTU-V9_68104","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"11052","ZOTU-V9_68106","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11053","ZOTU-V9_68114","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11054","ZOTU-V9_6812","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Unassigned","Unassigned","Unassigned","phototrophs"
"11055","ZOTU-V9_68127","Eukaryota","Excavata","Discoba","Euglenozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"11056","ZOTU-V9_68131","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11057","ZOTU-V9_68134","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp.","heterotrophs"
"11058","ZOTU-V9_68136","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11059","ZOTU-V9_68157","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"11060","ZOTU-V9_6818","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Microthamniales","Microthamniales_X","Myrmecia","Myrmecia_sp.","phototrophs"
"11061","ZOTU-V9_68181","Eukaryota","Amoebozoa","Evosea","Eumycetozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11062","ZOTU-V9_68183","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Amoebidae","Unassigned","Unassigned","heterotrophs"
"11063","ZOTU-V9_6819","Eukaryota","TSAR","Alveolata","Dinoflagellata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"11064","ZOTU-V9_68191","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11065","ZOTU-V9_68194","Eukaryota","Amoebozoa","Evosea","Eumycetozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11066","ZOTU-V9_68204","Eukaryota","Excavata","Metamonada","Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Giardia","Giardia_intestinalis","heterotrophs"
"11067","ZOTU-V9_68206","Eukaryota","Obazoa","Opisthokonta","Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX","Dactylobiotus","Unassigned","heterotrophs"
"11068","ZOTU-V9_68210","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11069","ZOTU-V9_68233","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11070","ZOTU-V9_68248","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Unassigned","Unassigned","heterotrophs"
"11071","ZOTU-V9_6826","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"11072","ZOTU-V9_68264","Eukaryota","TSAR","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Colpodellaceae","Colpodella","Colpodella_sp.",NA
"11073","ZOTU-V9_68268","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11074","ZOTU-V9_68273","Eukaryota","Amoebozoa","Evosea","Evosea_X","Variosea","Variosea_X","Filamoebidae","Filamoeba","Unassigned","heterotrophs"
"11075","ZOTU-V9_68277","Eukaryota","Excavata","Metamonada","Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Giardia","Giardia_intestinalis","heterotrophs"
"11076","ZOTU-V9_68279","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"11077","ZOTU-V9_6829","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"11078","ZOTU-V9_68327","Eukaryota","Excavata","Discoba","Euglenozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"11079","ZOTU-V9_68329","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp.","heterotrophs"
"11080","ZOTU-V9_6833","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp.","saprotrophs/parasites"
"11081","ZOTU-V9_68337","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"11082","ZOTU-V9_6834","Eukaryota","TSAR","Stramenopiles","Gyrista","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Pseudotetraedriella","Pseudotetraedriella_kamillae","phototrophs"
"11083","ZOTU-V9_68340","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Unassigned","Unassigned","heterotrophs"
