"","sample_id","MDS1","MDS2","d15N_anomaly_mean_1800_1850","mean_air_temp_degC_anomaly_combined","fish_present_binary_YN"
"38","BULL21_10.5",-1.13176797287296,-0.321272285300209,-0.6696115375,0.153809523809524,"Yes"
"39","BULL21_11",-1.0369443392657,0.23981125540835,-0.4954962375,-0.123333333333333,"Yes"
"40","BULL21_11.5",-0.996647450257401,-0.735287488858385,-0.3133979375,-0.603333333333333,"Yes"
"41","BULL21_12",-1.15206001419296,0.0760201977459357,-0.2923135375,0.396666666666667,"Yes"
"42","BULL21_12.5",-1.09549599061176,0.316672344404355,-0.3314087375,0.83,"Yes"
"43","BULL21_13",-0.922962876458686,0.318292892337287,-0.2622865375,0.576666666666667,"Yes"
"44","BULL21_14",-0.89937304929106,0.168555989834586,-0.0611056375,-0.278333333333333,"No"
"45","BULL21_15",-0.865125778603565,0.049581920526256,-0.00105163749999998,-0.615833333333333,"No"
"46","BULL21_15.5",-1.21767854586396,0.0776627484066934,-0.2563637375,-0.292222222222222,"No"
"47","BULL21_16",-1.05133591730099,0.0827398958824976,-0.1601947375,-0.143333333333333,"No"
"48","BULL21_16.5",-0.766170232556923,0.0323053526425137,-0.1392935375,-0.143333333333333,"No"
"49","BULL21_2",-1.02856806088659,-0.247999064511147,-2.0689291375,2.39666666666667,"Yes"
"50","BULL21_2.5",-1.09476758148263,-0.22165040516294,-2.6377917375,2.29666666666667,"Yes"
"51","BULL21_23",-0.555267091376659,0.101684635271303,-0.0080579375,-0.143333333333333,"No"
"52","BULL21_26",-1.06025571143013,-0.0707151689214387,0.2671895625,-0.143333333333333,"No"
"53","BULL21_3",-1.08332452656871,-0.235472396044538,-2.6052310375,2.13,"Yes"
"54","BULL21_3.5",-1.19680970407275,-0.33236784619241,-2.2515601375,1.22166666666667,"Yes"
"55","BULL21_4",-1.02112642625492,-0.110012487874894,-2.3855170375,1.33,"Yes"
"56","BULL21_4.5",-1.29267468519581,-0.0804259914061955,-2.2455565375,1.57166666666667,"Yes"
"57","BULL21_5",-1.10993549839848,-0.252761161886577,-2.1479821375,1.32166666666667,"Yes"
"58","BULL21_5.5",-1.02411822518049,-0.00573647392518139,-1.8423147375,1.24666666666667,"Yes"
"59","BULL21_6",-1.16280677843061,0.218113235979094,-1.4923926375,0.746666666666667,"Yes"
"60","BULL21_6.5",-0.777393609673635,-0.169423412435049,-1.5611461375,0.776666666666667,"Yes"
"61","BULL21_7",-1.0883785949698,0.104363858175711,-1.3282450375,0.716666666666667,"Yes"
"62","BULL21_7.5",-1.03582224253722,-0.185213064392507,-1.4901035375,0.421666666666667,"Yes"
"63","BULL21_8",-0.973883909671982,-0.104969767740019,-1.3402558375,0.153809523809524,"Yes"
"64","BULL21_8.5",-0.896877793416114,-0.108041326950506,-1.5281263375,0.0716666666666667,"Yes"
"65","BULL21_9",-1.02771738111383,0.135145170930583,-1.1831145375,-0.174761904761905,"Yes"
"66","BULL21_9.5",-1.12443349866429,-0.270667437037416,-1.0598455375,0.0466666666666667,"Yes"
"67","CANY20_0.5",0.344645394909553,-0.516867324287976,-3.20083261227273,0.313333333333333,"No"
"68","CANY20_1",0.419595646120203,-0.224869312886041,-3.27192558336364,0.88,"No"
"69","CANY20_1.5",0.410759204986208,-0.326603261214479,-3.37066261227273,0.248333333333333,"No"
"70","CANY20_10",0.564956510782117,-0.181226169032836,-0.162869846363636,-0.740512820512821,"No"
"71","CANY20_10.5",0.620563764545637,-0.149094845296318,-0.229806612272727,-0.740512820512821,"No"
"72","CANY20_11",0.623911778530133,-0.200268093058557,-0.0927813503636363,-0.740512820512821,"No"
"73","CANY20_11.5",0.562908530624064,-0.0843824575024962,-0.0819546122727273,-0.740512820512821,"No"
"74","CANY20_12",0.586399338711527,-0.172057824214458,-0.446511963363636,-0.740512820512821,"No"
"75","CANY20_12.5",0.565925524418587,-0.177951581866752,-0.0969396122727266,-0.740512820512821,"No"
"76","CANY20_13",0.540303785395559,-0.168995380543258,-0.275398520363636,-0.740512820512821,"No"
"77","CANY20_13.5",0.499311005585525,-0.183433680925925,-0.172863612272727,-0.740512820512821,"No"
"78","CANY20_14",0.424463944929054,-0.20107740141583,-0.044522655363636,-0.740512820512821,"No"
"79","CANY20_14.5",0.350795802368667,-0.171827083551359,-0.0589776122727272,-0.740512820512821,"No"
"80","CANY20_15.5",0.622754663291573,-0.0678265170847472,-0.0469896122727267,-0.740512820512821,"No"
"81","CANY20_16",0.648077577008627,-0.117925192155803,-0.278948751363636,-0.740512820512821,"No"
"82","CANY20_16.5",0.0503930882674029,-0.108917069354762,-0.353682612272727,-0.740512820512821,"No"
"83","CANY20_17",0.777994430372795,-0.0280789724398416,-0.303886697363636,-0.740512820512821,"No"
"84","CANY20_17.5",0.45231140642285,-0.0336481401335461,-0.212823612272727,-0.740512820512821,"No"
"85","CANY20_18",0.545500153908332,-0.163815095996174,-0.397645405363636,-0.740512820512821,"No"
"86","CANY20_18.5",0.0879031225067917,-0.0451363916991505,-0.413622612272727,-0.740512820512821,"No"
"87","CANY20_19",0.576432918127663,-0.216644349428029,-0.480820089363636,-0.740512820512821,"No"
"88","CANY20_19.5",0.278726883791419,-0.105980722203201,-0.390645612272727,-0.740512820512821,"No"
"89","CANY20_2",0.731614458253854,-0.0737740145800198,-3.29310005336364,-0.355897435897436,"No"
"90","CANY20_2.5",0.763987215856469,-0.033622639977926,-2.89952345227273,-0.131111111111111,"No"
"91","CANY20_20.5",0.376581316569552,-0.0971906748905342,-0.261774612272727,-0.740512820512821,"No"
"92","CANY20_21",0.513261763983752,-0.200809304158755,-0.287820417363636,-0.740512820512821,"No"
"93","CANY20_21.5",0.444423943596927,-0.141746879548142,-0.052983612272727,-0.740512820512821,"No"
"94","CANY20_3",0.742226470650846,-0.0299584593432503,-2.49688134936364,-0.386666666666667,"No"
"95","CANY20_3.5",0.709541530047585,-0.0159365306876072,-2.26976461227273,0.496666666666667,"No"
"96","CANY20_4",0.466559722422081,-0.593749988188384,-2.08068401736364,-0.42,"No"
"97","CANY20_4.5",0.58311244450721,-0.196597538728798,-1.66536961227273,-0.163137254901961,"No"
"98","CANY20_5",0.576690852345968,-0.0343478695384004,-1.41965664736364,-0.900952380952381,"No"
"99","CANY20_5.5",0.668838715304315,0.0140382520849189,-0.939096612272727,-0.740512820512821,"No"
"100","CANY20_6",0.709922476576437,-0.0667999138903213,-0.780573491363636,-0.740512820512821,"No"
"101","CANY20_6.5",0.487590503347684,-0.13773164085255,-0.480555612272727,-0.740512820512821,"No"
